Name,Cluster
Teri Maang Sitaron Se Bhar Doon,1
Teri Meherbaniyan,1
Teri Meri Kahaani,1
Teri Payal Mere Geet,1
Terror,1
Terror Strike,1
Tevar,1
Tezaab,1
Tezz,1
Thackeray,1
Thakshak,1
Thamizhan,1
Thanedaar,1
Thanga Magan,1
Thank You,3
Thanks Maa,1
Thappad,1
That Girl in Yellow Boots,1
That's What It's All About: The Journey of Prem Ratan Dhan Payo,1
Thavasi,1
Thayillamal Nannilai,1
The Accidental Prime Minister,1
The Angrez,3
The Angrez 2,1
The Announcement of War,1
The Arms Drop,1
The Attacks of 26/11,1
The BFG,1
The Big Bull,1
The Blue Umbrella,1
The Blueberry Hunt,1
The Body,1
The Brawler,1
The Bright Day,1
The Burning Train,1
The Chess Players,1
The Churning,1
The Court Dancer: Raj Narkati,1
The Darjeeling Limited,1
The Dark Side of Life: Mumbai City,1
The Deceivers,1
The Dirty MMS,1
The Dirty Picture,1
The Dirty Relation,1
The Don,1
The Dream Job,1
The Elder One,1
The Fakir of Venice,1
The Fiancee,1
The Film,1
The Film Emotional Atyachar,1
The Film Love.Com... The Ultimate Killing Site,1
The Final Exit,1
The Firm Land,1
The Flip Side: A Truth That Could Not Reach You,1
The Forest,1
The Gentleman,1
The Ghazi Attack,1
The Girl on the Train,1
The Goa Run,1
The Good Road,1
The Great Gambler,1
The Great Indian Butterfly,1
The Great Indian Escape,1
The Grey,1
The Hero of Color City,1
The Hero: Love Story of a Spy,1
The Hidden Strike,1
The Himalayan Diaries,1
The Holy Fish,1
The House Next Door,1
The Hundred Bucks,1
The Hundred-Foot Journey,0
The Hungry,1
The Idiotmaker's Gravity Tour,0
The Impossible Murder,1
The Jinx,1
The Journey of Karma,1
The Journey Weekend Night,1
The Killer,1
The Last Color,1
The Last Tale of Kayenaat,1
The Lastbenchers,1
The Legend of Bhagat Singh,1
The Legend of Drona,1
The Lift Boy,0
The Light of the World,1
The Light: Swami Vivekananda,1
The Lost Salesman of Delhi,1
The Lovers,1
The Lunchbox,1
The Monster,1
The Morning Breeze,1
The Murderer: Hamilton Palace,1
The Mystic Masseur,0
The Naxalites,1
The Other End of the Line,1
The Other Side of the Door,1
The Past,1
The Perfect Girl,1
The Pickup Artist,1
The Power,1
The President Is Coming,3
The Prince of Light,1
The Princess and the Hunter,1
The Pushkar Lodge,1
The Rally,1
The Reluctant Crime,1
The Revenge: Geeta Mera Naam,1
The Royal Bengal Tiger,1
The Savage Princess,1
The Second Best Exotic Marigold Hotel,1
The Seventh Horse of the Sun,1
The Shaukeens,3
The Shepherdess and the Seven Songs,1
The Sholay Girl,1
The Silence,1
The Silent Heroes,1
The Skies Have Bowed,1
The Sky Is Pink,1
The Song of Scorpions,1
The Spectacular Jihad of Taz Rahim,1
The Square Circle,1
The Stoneman Murders,1
The Tape,1
The Tashkent Files,1
The Threshold,1
The Touch,1
The Train,1
The Train,1
The Train: Some Lines Should Never Be Crossed...,1
The Tree,1
The Unsound,1
The Untitled Kartik Krishnan Project,1
The Villain,1
The Violin Player,1
The Waiting Room,1
The Warrior,1
The Web of the Witch,1
The White Elephant,1
The White Tiger,1
The Wife,1
The Window,1
The World of Fashion,1
The Writer,1
The Xpose,1
The Zoo,1
The Zoya Factor,1
Thee,1
Thikana,1
Thikka,1
THIRUMATHI PALANISAMY,1
Thoda Pyaar Thoda Magic,1
Thodasa Roomani Ho Jaayen,1
Thodi Thodi Si Manmaaniyan,1
Thodisi Bewafaii,1
Thokar,1
Thoongathey Tambi Thoongathey,1
Three and a Half,1
Three Atrangi Jai-Veeru-Gabbar,3
"Three: Love, Lies, Betrayal",1
Through the Eyelashes,2
Thugs of Hindostan,1
Tiger,1
Tiger Zinda Hai,1
Tigers,1
Tikli and Laxmi Bomb,1
Time Out,1
Time Pass,1
Time to Dance,1
Time To Retaliate: MASOOM,1
Tinku,1
Tirangaa,1
Tirchhi Topiwale,1
Tishnagi,1
Titli,1
Titoo MBA,1
To B or Not to B,1
To Fall in Love,1
Toba Tek Singh,1
Toh Baat Pakki!,0
Tohfa,1
Tohfa Mohabbat Ka,1
Toilet: A Love Story,0
"Tom, Dick, and Harry",1
Tony: My Mentor the Serial Killer,1
Toofan,1
Toofan,1
Toofani Tarzan,1
Toonpur Ka Superrhero,1
Toote Khilone,1
Tope,1
Topless,1
Torbaaz,1
Total Dhamaal,1
Total Siyapaa,1
Tottaa Pataaka Item Maal,1
Touhean,1
Traffic,1
Traffic Signal,1
Train Station,1
Train to Pakistan,1
Trapped,1
Trapped in Tradition: Rivaaz,1
Tribhanga,1
Tridev,1
"Trikal (Past, Present, Future)",1
Trimurti: Bond of Three,1
Trinetra,1
Trip to Bhangarh: Asia's Most Haunted Place,1
Trishagni,1
Trishna,1
Trishna,1
Trishul,1
Triveni,1
Triyacharitra,1
Tryst with Destiny,1
Tu Chor Main Sipahi,1
Tubelight,1
Tuesdays and Fridays,1
Tujhe Meri Kasam,1
Tujhse He Raabta,1
Tulsi Vivah,1
Tulsi: Mathrudevobhava,1
Tum Bin 2,1
Tum Bin...: Love Will Find a Way,1
Tum Haseen Main Jawan,1
Tum Ho Yaara,1
Tum Mere Ho,1
Tum Mile,1
Tum Milo Toh Sahi,0
Tum Se Achcha Kaun Hai,1
Tum: A Dangerous Obsession,1
Tumbbad,1
Tumhare Bina,1
Tumhari Kassam,1
Tumhari Sulu,0
Tumko Na Bhool Paayenge,1
Tumsa Nahin Dekha,1
Tumsa Nahin Dekha,1
Tumse Achha Kaun Hai,1
Tunnu Ki Tina,0
Turning 30!!!,1
Turup (Checkmate),1
Tutak Tutak Tutiya,1
Tutiya Dil,1
"Twisted Trunk, Big Fat Body",3
Tyagi,1
Typecaste,3
U Me Aur Hum,1
U R My Jaan,1
"U, Me Aur Ghar",1
Udaan,1
Udaan,1
Udanchhoo,3
Udhar Ka Sindur,1
Udta Punjab,1
Ugly,1
Ugly Aur Pagli,0
Ujala,1
Ujala Hi Ujala,1
Ujda Chaman,3
Uljhan,1
Umakant Pandey Purush Ya,1
Umang,1
Umar,1
Umar 55 Ki Dil Bachpan Ka,1
Umbartha,1
Umformung: The Transformation,1
Umrao Jaan,1
Umrika,0
Under the Same Sun,1
Undertrial,1
Unees Bees,1
Unfreedom,1
Ungli,1
"Unicorn, the Garden of the Fruits",1
Union Leader,1
Unmatta,1
Unns: Love... Forever,1
Unpaused,1
Upeksha,1
Uphaar,1
Upkar,1
Upstarts,1
Uran Khatola,1
Uri: The Surgical Strike,1
Used,1
Uski Roti,1
Usne Kaha Tha,1
Ustaad,1
Ustadi Ustad Se,1
Ustadon Ke Ustad,1
Ustadon Ke Ustad,1
Utopia,1
Utsav,1
Utt Pataang,0
Uttar Dakshin,1
Utthaan,1
Uuf Kya Jaadoo Mohabbat Hai...,1
Uvaa,0
V,1
Vaada,1
Vaada Raha... I Promise,1
Vaah! Life Ho Toh Aisi!,1
Vaasna,1
Vaastav: The Reality,1
Vaastu Shastra,1
Vachan,1
Vachan,1
Vada Chennai,1
Vaishali,1
Vakil Babu,1
Vallah Kya Baat Hai,1
Valley of Flowers,1
Valmiki,1
Vamsee,1
VanRakshak,1
Vansh,1
Vardaan,1
Vardi,1
Vatsyayana Kamasutra,1
Vedi,1
Veer,1
Veer Amarsingh Rathod,1
Veer Savarkar,1
Veer Yodha Prithviraj Chauhan,1
Veera,1
Veera Madakari,1
Veeram,1
Veerana,1
Veerappan,1
Veere Di Wedding,3
Veerey Ki Wedding,1
Veergati,1
Veergati,1
Veerta,1
Veeru Ustaad,1
Veer-Zaara,1
Veettilekkulla Vazhi,1
Vellore Maavattam,1
Vetri Vizha,1
Via Darjeeling,1
Viceroy's House,1
Vicky Dada,1
Vicky Donor,1
Victoria No. 203,1
Victor's History,1
Victory,1
Vidhaata,1
Vidhyaarthi: The Power of Students,1
Vidrohi,1
Viduthalai,1
Views of the Inner Chamber,1
Vihir,1
Vijay,1
Vijaypath,1
Vijeta,1
Vikalp,1
Vikram,1
Villu,1
Vilom,1
Vinashak - Destroyer,1
Viraam,1
Viraat,1
Virasat,1
Virgin Bhanupriya,0
Virodhi,1
Viruddh... Family Comes First,1
Visakha Express,1
Vishnu-Devaa,1
Vishnuvardhana,1
Vishwaroopam,1
Vishwaroopam 2,1
Vishwasghaat,1
Vishwatma,1
Vivah,1
Vivekananda,1
Vodka Diaries,1
Vroom,1
W,1
Waah! Tera Kya Kehna,1
Waaris,1
Wafaa,1
Wafaa,1
Wafadaar,0
Wah Taj,1
Wahan Ke Log,1
Waiting,0
Wajah Tum Ho,1
Wajood,1
Wake Up India,1
Wake Up Sid,1
Walking with the Wind,1
Wanted,1
Wanted: Dead or Alive,1
Wanton,1
Waqt,1
Waqt Hamara Hai,1
Waqt Ki Awaz,1
Waqt Ki Deewar,1
Waqt: The Race Against Time,1
War,1
War Chhod Na Yaar,1
Wardat,1
Waris,1
Warning,1
Warrant,1
Warrior Savitri,1
Watan Ke Rakhwale,1
Water,1
Wazir,1
We Are Family,1
We R Friends,1
Wedding Anniversary,1
Wedding Pullav,1
Welcome,1
Welcome 2 Karachi,1
Welcome Back,1
Welcome Home,1
Welcome M1LL10NS,1
Welcome on Board,1
Welcome to London,1
Welcome to New York,0
Welcome to Sajjanpur,0
Well Done Abba!,3
What are the Odds?,1
What If?,1
What the Fish,1
What's Your Raashee?,1
When Kiran Met Karen,1
When Love Calls,1
When Obama Loved Osama,3
When One Falls in Love,1
Where Has the Time Gone?,1
White Rainbow,1
Who,1
Who's There?,1
Why Cheat India,1
Will You Marry Me,3
Win Marathon,1
Winner,1
Wishlist,1
With Luv... Tumhaara,1
Woh 7 Din,1
Woh Jo Hasina,1
Woh Kaun Thi?,1
Woh lamhe...,1
Woh Main Nahin,1
Woh Tera Naam Tha,1
Wohi Bhayanak Raat,1
Woman from the East,1
Writing with Fire,1
Wrong Number,1
X Zone,1
X: Past Is Present,1
Xcuse Me,3
Y.M.I. Yeh Mera India,1
Ya Rab,1
Yaad Rakhegi Duniya,1
Yaadein...,1
Yaadon Ki Zanjeer,1
Yaan,1
Yaar Gaddar,1
Yaar Mera,1
Yaara,1
Yaara Silly Silly,1
Yaarana,1
Yaariyan,1
Yaaron Ka Yaar,1
Yadon Ki Kasam,1
Yagavarayinum Naa Kakka,1
Yahan Sabhi Gyani Hain,3
Yahudi,1
Yakeen,1
Yakeen,1
Yakshi Faithfully Yours,1
Yalgaar,1
Yamdas,1
Yamini,1
Yamla Pagla Deewana 2,1
Yamla Pagla Deewana Phir Se,1
Yaraana,1
Yash,1
Yash Raaj aur Film!,3
Yashoda Krishna,1
Yateem,1
Yatra,1
Ye Stupid Pyar,1
Yea Toh Two Much Ho Gayaa,1
Yeh Ballet,1
Yeh Desh,1
Yeh Dil,1
Yeh Dil Aashiqanaa,1
Yeh Dil Kisko Doon,1
Yeh Dil Ramta Jogi,1
Yeh Dillagi,1
Yeh Dooriyan,1
Yeh Gulistan Hamara,1
Yeh Hai Bakrapur,0
Yeh Hai Chakkad Bakkad Bumbe Bo,1
Yeh Hai India,1
Yeh Hai Jalwa,1
Yeh Hai Mumbai Meri Jaan,1
Yeh Hai Pyar Ka Mausam,1
Yeh Jawaani Hai Deewani,1
Yeh Jo Mohabbat Hai,1
Yeh Kaisa Insaf?,1
Yeh Kaisa Tigdam,1
Yeh Kaisi Mohabbat,1
Yeh Lamhe Judaai Ke,1
Yeh Majhdhaar,1
Yeh Raaste Hain Pyaar Ke,1
Yeh Raat Phir Na Aayegi,1
Yeh Rastey Hain Pyar Ke,1
Yeh Saali Aashiqui,1
Yeh Saali Zindagi,1
Yeh Suhaagraat Impossible,3
Yeh To Kamaal Ho Gaya,1
Yeh Vaada Raha,1
Yeh Zindagi Ka Safar,1
Yeh Zindagi Kitni Haseen Hai,1
Yehi Hai High Society,1
Yehi Hai Zindagi,0
Yes Boss,1
Yeshwant,1
Yodha,1
You Are My Sunday,0
Youngistaan,1
"Your Home, My Home",0
Yours Truly,1
Youth,1
Yudh,1
Yug the law of karma,1
Yuva,1
Yuvraaj,1
Yuvvraaj,1
Zaalim,1
Zabardast,1
Zahreelay,1
Zakhm,1
Zakhmi Aurat,1
Zakhmi Dil,1
Zakhmi Rooh,1
Zakhmo Ka Hisaab,1
Zalim,1
Zalzala,1
Zamaana Deewana,1
Zamaanat,1
Zamaane Ko Dikhana Hai,1
Zamana,1
Zamane Se Kya Darna,1
Zameen,1
Zameen Aasmaan,1
Zameen Aasmaan,1
Zameer,1
Zameer,1
Zamindar,1
Zanjeer,1
Zanjeer,1
Zapatlela,1
Zara sambhal ke,1
Zara Si Zindagi,2
Zaroorat,1
Zed Plus,3
Zeher,1
Zehreela Insaan,1
Zero,1
Zid,1
Zid,1
Ziddi,1
Ziddi,1
Zila Ghaziabad,1
Zimbo,1
Zimbo Shaher Mein,1
Zinda,1
Zinda Dil,1
Zinda Laash,1
Zindagani,1
Zindagi,1
Zindagi,1
Zindagi,1
Zindagi,1
Zindagi 50 50,0
Zindagi Aur Maut,1
Zindagi Ek Safar,1
Zindagi Jalebi,3
Zindagi Khoobsoorat Hai,1
Zindagi Na Milegi Dobara,0
Zindagi Tere Naam,1
Zindagi Tumse,1
Zindagi Zindabad,1
Zokkomon,1
Zoo,1
Zor: Never Underestimate the Force,1
Zorro,1
Zubaan,1
Zubeidaa,1
Zulm Ki Zanjeer,1
Zulmi,1
Zulm-O-Sitam,1
